"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2019-03-25 00:00:00",0,23617,1405,0,4411,21307.428571428572,
"2019-03-26 00:00:00",4263,0,0,405,4411,22541.428571428572,
"2019-03-27 00:00:00",1949,0,0,0,0,22119.85714285714,
"2019-03-28 00:00:00",0,32271,774,0,0,17991.714285714286,
"2019-03-29 00:00:00",0,0,21451,0,0,14343.57142857143,
"2019-03-30 00:00:00",305,0,4157,0,16908,17248.428571428572,
"2019-03-31 00:00:00",0,0,0,2752,0,17011.428571428572,
"2019-04-01 00:00:00",0,0,0,0,0,12806.57142857143,
"2019-04-02 00:00:00",0,0,1036,0,0,11657.57142857143,
"2019-04-03 00:00:00",0,0,0,0,0,11379.142857142857,
"2019-04-04 00:00:00",0,0,1586,0,4024,7459.857142857143,
"2019-04-05 00:00:00",0,0,1333,0,0,4585.857142857143,
"2019-04-06 00:00:00",0,0,1036,0,0,1681,
"2019-04-07 00:00:00",0,0,0,0,0,1287.857142857143,
"2019-04-08 00:00:00",0,0,1036,0,38865,6988.142857142857,
"2019-04-09 00:00:00",0,0,1737,0,0,7088.285714285715,
"2019-04-10 00:00:00",855,0,0,0,0,7210.428571428572,
"2019-04-11 00:00:00",1328,0,1036,0,41173,12628.714285714286,
"2019-04-12 00:00:00",0,0,0,0,0,12438.285714285714,
"2019-04-13 00:00:00",0,0,1036,0,0,12438.285714285714,
"2019-04-14 00:00:00",0,0,1734,0,1199,12857.285714285714,
"2019-04-15 00:00:00",0,0,1553,0,0,7378.857142857143,
"2019-04-16 00:00:00",0,0,0,0,0,7130.714285714285,
"2019-04-17 00:00:00",2335,24571,0,0,0,10852.285714285714,
"2019-04-18 00:00:00",685,0,0,0,0,4730.428571428572,
"2019-04-19 00:00:00",0,0,0,0,0,4730.428571428572,
"2019-04-20 00:00:00",0,0,0,1808,0,4840.714285714285,
"2019-04-21 00:00:00",0,0,0,0,0,4421.714285714285,
"2019-04-22 00:00:00",0,0,1036,0,4160,4942.142857142857,
"2019-04-23 00:00:00",0,0,1941,0,38247,10683.285714285714,
"2019-04-24 00:00:00",0,0,0,0,0,6839.571428571428,
"2019-04-25 00:00:00",0,0,1737,0,4411,7620,
"2019-04-26 00:00:00",0,20867,0,0,0,10601,
"2019-04-27 00:00:00",28076,0,0,0,14042,16359.57142857143,
"2019-04-28 00:00:00",3584,22107,0,0,0,20029.85714285714,
"2019-04-29 00:00:00",489,0,2072,0,0,19653.571428571428,
"2019-04-30 00:00:00",0,0,0,0,264,13950.142857142857,
"2019-05-01 00:00:00",0,0,0,1573,4411,14805,
"2019-05-02 00:00:00",778,0,0,0,0,14037.857142857143,
"2019-05-03 00:00:00",0,0,387,0,0,11112.142857142857,
"2019-05-04 00:00:00",0,0,0,0,0,5095.285714285715,
"2019-05-05 00:00:00",0,0,3319,0,0,1899.142857142857,
"2019-05-06 00:00:00",0,0,0,0,0,1533.142857142857,
"2019-05-07 00:00:00",0,0,0,0,0,1495.4285714285713,
"2019-05-08 00:00:00",73,0,3120,1645,0,1331.857142857143,
"2019-05-09 00:00:00",0,10170,0,0,0,2673.5714285714284,
"2019-05-10 00:00:00",778,56812,0,0,0,10845.42857142857,
"2019-05-11 00:00:00",0,0,1036,0,0,10993.42857142857,
"2019-05-12 00:00:00",0,0,1744,0,0,10768.42857142857,
"2019-05-13 00:00:00",0,2425,0,0,40196,16857.14285714286,
"2019-05-14 00:00:00",0,0,3358,0,0,17336.85714285714,
"2019-05-15 00:00:00",0,0,0,0,0,16645.571428571428,
"2019-05-16 00:00:00",0,0,0,0,0,15192.714285714286,
"2019-05-17 00:00:00",0,0,0,0,4411,7595.714285714285,
